Name,Games Played,Team,League,Position,Season,Age,Goals,Assists,Points,+/-,PIM,EV Goals,PP Goals,SH Goals,GW Goals,Shots,S%,TOI,Goals Per Game,Assists Per Game,Points Per Game,Shots Per Game,OPS,DPS,Point Shares
Sebastian Aho,82,CAR,NHL,RW,2016-17,19,24,25,49,-1,26,17,6,1,4,214,11.2,1377,0.29,0.3,0.6,2.61,4.2,1.8,5.9
Karl Alzner,82,WSH,NHL,D,2016-17,28,3,10,13,23,28,3,0,0,0,81,3.7,1623,0.04,0.12,0.16,0.99,-0.3,4.8,4.6
Cam Atkinson,82,CBJ,NHL,RW,2016-17,27,35,27,62,13,22,22,10,3,9,240,14.6,1483,0.43,0.33,0.76,2.93,6.8,2,8.9
Nicklas Backstrom,82,WSH,NHL,C,2016-17,29,23,63,86,17,38,15,8,0,5,162,14.2,1497,0.28,0.77,1.05,1.98,7.8,2.1,9.9
Josh Bailey,82,NYI,NHL,RW,2016-17,27,13,43,56,5,12,10,3,0,1,173,7.5,1506,0.16,0.52,0.68,2.11,3.6,1.6,5.2
Pierre-Edouard Bellemare,82,PHI,NHL,LW,2016-17,31,4,4,8,-1,20,4,0,0,0,90,4.4,1064,0.05,0.05,0.1,1.1,-1.7,1.3,-0.4
Patrik Berglund,82,STL,NHL,C,2016-17,28,23,11,34,-7,32,19,4,0,5,153,15,1311,0.28,0.13,0.41,1.87,2.6,1.3,3.9
T.J. Brodie,82,CGY,NHL,D,2016-17,26,6,30,36,-16,24,4,1,1,2,78,7.7,1934,0.07,0.37,0.44,0.95,2.1,3.1,5.3
Connor Brown,82,TOR,NHL,RW,2016-17,23,20,16,36,3,10,17,2,1,4,139,14.4,1329,0.24,0.2,0.44,1.7,2.6,1.4,4
Brent Burns,82,SJS,NHL,D,2016-17,31,29,47,76,19,40,21,8,0,6,320,9.1,2039,0.35,0.57,0.93,3.9,8.9,6.4,15.3
Brandon Carlo,82,BOS,NHL,D,2016-17,20,6,10,16,9,59,5,0,1,0,88,6.8,1707,0.07,0.12,0.2,1.07,0.4,4.8,5.2
Jeff Carter,82,LAK,NHL,C,2016-17,32,32,34,66,2,41,21,10,1,9,250,12.8,1479,0.39,0.41,0.8,3.05,6.7,2.3,9
Jason Chimera,82,NYI,NHL,LW,2016-17,37,20,13,33,1,40,19,0,1,2,121,16.5,1071,0.24,0.16,0.4,1.48,3,1,4
Andrew Cogliano,82,ANA,NHL,LW,2016-17,29,16,19,35,11,26,13,0,3,2,178,9,1241,0.2,0.23,0.43,2.17,2.2,1.9,4.2
Charlie Coyle,82,MIN,NHL,C,2016-17,24,18,38,56,13,36,14,4,0,5,159,11.3,1370,0.22,0.46,0.68,1.94,4.4,1.7,6.1
Phillip Danault,82,MTL,NHL,LW,2016-17,23,13,27,40,5,35,13,0,0,3,133,9.8,1278,0.16,0.33,0.49,1.62,2.3,1.7,3.9
Calvin de Haan,82,NYI,NHL,D,2016-17,25,5,20,25,15,36,4,1,0,1,116,4.3,1628,0.06,0.24,0.3,1.41,1.4,4,5.4
Danny DeKeyser,82,DET,NHL,D,2016-17,26,4,8,12,-22,33,4,0,0,2,85,4.7,1800,0.05,0.1,0.15,1.04,-0.5,2.5,2
Drew Doughty,82,LAK,NHL,D,2016-17,27,12,32,44,8,46,7,5,0,1,181,6.6,2226,0.15,0.39,0.54,2.21,3.4,7.2,10.5
Leon Draisaitl,82,EDM,NHL,C,2016-17,21,29,48,77,7,20,19,10,0,5,172,16.9,1548,0.35,0.59,0.94,2.1,7.6,2,9.6
Jordan Eberle,82,EDM,NHL,RW,2016-17,26,20,31,51,3,16,16,4,0,0,208,9.6,1375,0.24,0.38,0.62,2.54,4.1,1.6,5.7
Nikolaj Ehlers,82,WPG,NHL,LW,2016-17,20,25,39,64,1,38,20,5,0,4,204,12.3,1434,0.3,0.48,0.78,2.49,5.8,1.3,7.2
Mattias Ekholm,82,NSH,NHL,D,2016-17,26,3,20,23,4,34,3,0,0,1,120,2.5,1924,0.04,0.24,0.28,1.46,0.5,4.1,4.6
Derek Forbort,82,LAK,NHL,D,2016-17,24,2,16,18,8,54,2,0,0,0,100,2,1650,0.02,0.2,0.22,1.22,0.1,5.5,5.6
Filip Forsberg,82,NSH,NHL,LW,2016-17,22,31,27,58,-4,32,25,3,3,9,234,13.2,1518,0.38,0.33,0.71,2.85,5.8,1.4,7.2
Michael Frolik,82,CGY,NHL,RW,2016-17,28,17,27,44,13,58,12,3,2,1,202,8.4,1401,0.21,0.33,0.54,2.46,2.7,2.2,4.9
Jake Gardiner,82,TOR,NHL,D,2016-17,26,9,34,43,24,34,7,2,0,2,127,7.1,1766,0.11,0.41,0.52,1.55,3.6,5.1,8.7
Brian Gionta,82,BUF,NHL,RW,2016-17,38,15,20,35,-11,22,11,3,1,3,149,10.1,1362,0.18,0.24,0.43,1.82,1.8,1.3,3
Claude Giroux,82,PHI,NHL,C,2016-17,29,14,44,58,-15,38,9,5,0,3,199,7,1568,0.17,0.54,0.71,2.43,3.6,1.4,4.9
Alex Goligoski,82,ARI,NHL,D,2016-17,31,6,30,36,-9,28,4,1,1,0,112,5.4,1913,0.07,0.37,0.44,1.37,2.3,3.6,5.9
Adam Henrique,82,NJD,NHL,C,2016-17,26,20,20,40,-20,38,12,6,2,2,142,14.1,1490,0.24,0.24,0.49,1.73,2.5,1.3,3.9
Zach Hyman,82,TOR,NHL,C,2016-17,24,10,18,28,2,30,6,0,4,3,156,6.4,1369,0.12,0.22,0.34,1.9,0.4,1.4,1.8
Jaromir Jagr,82,FLA,NHL,RW,2016-17,44,16,30,46,2,56,8,8,0,2,181,8.8,1394,0.2,0.37,0.56,2.21,3,1.9,4.9
Boone Jenner,82,CBJ,NHL,C,2016-17,23,18,16,34,14,52,16,0,2,4,211,8.5,1317,0.22,0.2,0.41,2.57,2.2,1.9,4.1
Ryan Johansen,82,NSH,NHL,C,2016-17,24,14,47,61,1,60,9,4,1,3,154,9.1,1545,0.17,0.57,0.74,1.88,4.1,1.7,5.8
Marcus Johansson,82,WSH,NHL,LW,2016-17,26,24,34,58,25,10,19,5,0,5,129,18.6,1394,0.29,0.41,0.71,1.57,5.1,2.4,7.5
Jack Johnson,82,CBJ,NHL,D,2016-17,30,5,18,23,23,32,4,1,0,1,116,4.3,1789,0.06,0.22,0.28,1.41,0.9,5.3,6.3
Nazem Kadri,82,TOR,NHL,C,2016-17,26,32,29,61,-7,95,20,12,0,6,236,13.6,1360,0.39,0.35,0.74,2.88,6.6,1,7.6
Patrick Kane,82,CHI,NHL,RW,2016-17,28,34,55,89,11,32,27,7,0,5,292,11.6,1754,0.41,0.67,1.09,3.56,8.7,2.1,10.8
Chris Kelly,82,OTT,NHL,C,2016-17,36,5,7,12,-17,23,4,0,1,2,85,5.9,979,0.06,0.09,0.15,1.04,-0.9,0.4,-0.4
Ryan Kesler,82,ANA,NHL,C,2016-17,32,22,36,58,8,83,14,8,0,2,186,11.8,1747,0.27,0.44,0.71,2.27,4.1,2.4,6.5
Phil Kessel,82,PIT,NHL,RW,2016-17,29,23,47,70,3,20,15,8,0,4,229,10,1471,0.28,0.57,0.85,2.79,6.1,1.1,7.3
Oscar Klefbom,82,EDM,NHL,D,2016-17,23,12,26,38,7,6,9,3,0,3,201,6,1834,0.15,0.32,0.46,2.45,3.3,4.3,7.6
Leo Komarov,82,TOR,NHL,C,2016-17,30,14,18,32,6,31,9,4,1,1,114,12.3,1400,0.17,0.22,0.39,1.39,1.2,1.6,2.8
David Krejci,82,BOS,NHL,C,2016-17,30,23,31,54,-12,26,15,8,0,3,158,14.6,1498,0.28,0.38,0.66,1.93,4.6,1.4,6
Evgeny Kuznetsov,82,WSH,NHL,C,2016-17,24,19,40,59,18,46,16,3,0,4,170,11.2,1390,0.23,0.49,0.72,2.07,4.7,2.1,6.7
Trevor Lewis,82,LAK,NHL,C,2016-17,30,12,12,24,-6,30,11,1,0,3,145,8.3,1170,0.15,0.15,0.29,1.77,0.7,1.5,2.2
Ben Lovejoy,82,NJD,NHL,D,2016-17,32,1,6,7,-7,39,1,0,0,1,84,1.2,1703,0.01,0.07,0.09,1.02,-1.2,3.8,2.5
Adam Lowry,82,WPG,NHL,C,2016-17,23,15,14,29,1,52,10,5,0,1,122,12.3,1316,0.18,0.17,0.35,1.49,1.2,1.2,2.4
Milan Lucic,82,EDM,NHL,LW,2016-17,28,23,27,50,-3,50,11,12,0,3,175,13.1,1407,0.28,0.33,0.61,2.13,4.3,1.4,5.7
Derek MacKenzie,82,FLA,NHL,C,2016-17,35,6,10,16,-7,50,4,0,2,1,91,6.6,1030,0.07,0.12,0.2,1.11,-0.4,1.1,0.6
Nathan MacKinnon,82,COL,NHL,C,2016-17,21,16,37,53,-14,16,12,2,2,4,251,6.4,1635,0.2,0.45,0.65,3.06,3.1,1.7,4.8
Josh Manson,82,ANA,NHL,D,2016-17,25,5,12,17,14,82,4,0,1,1,88,5.7,1527,0.06,0.15,0.21,1.07,0.6,4.7,5.3
Patrick Marleau,82,SJS,NHL,LW,2016-17,37,27,19,46,4,28,20,7,0,6,190,14.2,1407,0.33,0.23,0.56,2.32,4,1.9,6
Matt Martin,82,TOR,NHL,LW,2016-17,27,5,4,9,0,123,5,0,0,0,66,7.6,730,0.06,0.05,0.11,0.8,-0.5,0.7,0.2
Alec Martinez,82,LAK,NHL,D,2016-17,29,9,30,39,-17,24,6,2,1,3,144,6.3,1775,0.11,0.37,0.48,1.76,3.1,3.7,6.8
Auston Matthews,82,TOR,NHL,C,2016-17,19,40,29,69,2,14,32,8,0,8,279,14.3,1446,0.49,0.35,0.84,3.4,8.2,1.5,9.7
Connor McDavid,82,EDM,NHL,C,2016-17,20,30,70,100,27,26,26,3,1,6,251,12,1733,0.37,0.85,1.22,3.06,9.7,3,12.8
J.T. Miller,82,NYR,NHL,LW,2016-17,23,22,34,56,17,21,17,2,3,6,132,16.7,1342,0.27,0.41,0.68,1.61,4.9,1.9,6.8
Sean Monahan,82,CGY,NHL,C,2016-17,22,27,31,58,-1,20,18,8,1,4,199,13.6,1441,0.33,0.38,0.71,2.43,5.2,1.7,6.9
Dominic Moore,82,BOS,NHL,C,2016-17,36,11,14,25,2,44,8,0,3,1,96,11.5,1061,0.13,0.17,0.3,1.17,1.1,1.5,2.6
Josh Morrissey,82,WPG,NHL,D,2016-17,21,6,14,20,6,38,5,1,0,3,99,6.1,1598,0.07,0.17,0.24,1.21,0.9,2.8,3.7
Jake Muzzin,82,LAK,NHL,D,2016-17,27,9,19,28,-21,46,5,4,0,1,184,4.9,1828,0.11,0.23,0.34,2.24,1.8,3.6,5.4
Nino Niederreiter,82,MIN,NHL,RW,2016-17,24,25,32,57,17,53,17,8,0,3,186,13.4,1236,0.3,0.39,0.7,2.27,5.6,1.8,7.4
Joakim Nordstrom,82,CAR,NHL,LW,2016-17,24,7,5,12,-12,17,6,0,1,2,104,6.7,1043,0.09,0.06,0.15,1.27,-0.8,0.9,0
Ryan Nugent-Hopkins,82,EDM,NHL,C,2016-17,23,18,25,43,-10,29,13,5,0,4,200,9,1451,0.22,0.3,0.52,2.44,2.8,1.2,4
Dmitry Orlov,82,WSH,NHL,D,2016-17,25,6,27,33,30,51,5,1,0,0,125,4.8,1602,0.07,0.33,0.4,1.52,2.3,5.4,7.7
Alex Ovechkin,82,WSH,NHL,LW,2016-17,31,33,36,69,6,50,16,17,0,7,313,10.5,1506,0.4,0.44,0.84,3.82,7,1.7,8.7
Jean-Gabriel Pageau,82,OTT,NHL,C,2016-17,24,12,21,33,13,24,12,0,0,2,169,7.1,1323,0.15,0.26,0.4,2.06,1.3,2.1,3.4
Artemi Panarin,82,CHI,NHL,LW,2016-17,25,31,43,74,18,21,22,9,0,5,211,14.7,1597,0.38,0.52,0.9,2.57,7.2,2.2,9.4
Richard Panik,82,CHI,NHL,RW,2016-17,25,22,22,44,14,58,18,4,0,5,155,14.2,1208,0.27,0.27,0.54,1.89,3.9,1.7,5.6
David Perron,82,STL,NHL,LW,2016-17,28,18,28,46,-2,54,14,3,1,3,151,11.9,1418,0.22,0.34,0.56,1.84,3.1,1.6,4.7
Corey Perry,82,ANA,NHL,RW,2016-17,31,19,34,53,2,76,14,5,0,3,215,8.8,1453,0.23,0.41,0.65,2.62,4,1.8,5.8
Brett Pesce,82,CAR,NHL,D,2016-17,22,2,18,20,23,20,2,0,0,0,109,1.8,1739,0.02,0.22,0.24,1.33,0.3,6.2,6.5
Ivan Provorov,82,PHI,NHL,D,2016-17,20,6,24,30,-7,34,6,0,0,1,161,3.7,1802,0.07,0.29,0.37,1.96,1.7,3.9,5.7
Tom Pyatt,82,OTT,NHL,LW,2016-17,29,9,14,23,9,16,9,0,0,1,95,9.5,1281,0.11,0.17,0.28,1.16,0,1.9,1.8
Mark Pysyk,82,FLA,NHL,D,2016-17,25,4,13,17,0,10,4,0,0,0,86,4.7,1522,0.05,0.16,0.21,1.05,0.4,3.8,4.3
Victor Rask,82,CAR,NHL,C,2016-17,23,16,29,45,-10,16,12,4,0,3,186,8.6,1418,0.2,0.35,0.55,2.27,2.7,1.4,4.2
Brandon Saad,82,CBJ,NHL,LW,2016-17,24,24,29,53,23,8,23,1,0,4,210,11.4,1396,0.29,0.35,0.65,2.56,4.8,2.4,7.2
Luca Sbisa,82,VAN,NHL,D,2016-17,27,2,11,13,-1,40,2,0,0,1,75,2.7,1556,0.02,0.13,0.16,0.91,-0.3,4,3.7
Daniel Sedin,82,VAN,NHL,LW,2016-17,36,15,29,44,-16,32,9,6,0,3,216,6.9,1508,0.18,0.35,0.54,2.63,2.4,1.3,3.8
Henrik Sedin,82,VAN,NHL,C,2016-17,36,15,35,50,-27,28,14,1,0,4,99,15.2,1561,0.18,0.43,0.61,1.21,2.9,1,3.9
Tyler Seguin,82,DAL,NHL,C,2016-17,25,26,46,72,-15,22,15,11,0,4,301,8.6,1514,0.32,0.56,0.88,3.67,6.6,0.9,7.5
Devin Shore,82,DAL,NHL,C,2016-17,22,13,20,33,-4,14,12,1,0,0,115,11.3,1159,0.16,0.24,0.4,1.4,1.9,1,2.8
Wayne Simmonds,82,PHI,NHL,RW,2016-17,28,31,23,54,-18,122,13,16,2,4,224,13.8,1556,0.38,0.28,0.66,2.73,5.1,1.2,6.3
Jaccob Slavin,82,CAR,NHL,D,2016-17,22,5,29,34,23,12,4,0,1,0,99,5.1,1922,0.06,0.35,0.41,1.21,1.9,6.7,8.6
Eric Staal,82,MIN,NHL,C,2016-17,32,28,37,65,17,34,23,4,1,8,211,13.3,1526,0.34,0.45,0.79,2.57,6,2,8
Lee Stempniak,82,CAR,NHL,RW,2016-17,33,16,24,40,2,32,14,2,0,2,131,12.2,1299,0.2,0.29,0.49,1.6,2.5,1.8,4.3
Ryan Suter,82,MIN,NHL,D,2016-17,32,9,31,40,34,36,4,4,1,1,164,5.5,2208,0.11,0.38,0.49,2,2.7,6.6,9.3
Vladimir Tarasenko,82,STL,NHL,RW,2016-17,25,39,36,75,-1,12,30,9,0,8,286,13.6,1515,0.48,0.44,0.91,3.49,8.4,1.7,10.2
Tomas Tatar,82,DET,NHL,LW,2016-17,26,25,21,46,-8,26,20,5,0,5,166,15.1,1417,0.3,0.26,0.56,2.02,3.9,1.5,5.4
Vincent Trocheck*,82,FLA,NHL,C,2016-17,23,23,31,54,-13,43,21,2,0,2,230,10,1708,0.28,0.38,0.66,2.8,3.8,1.7,5.5
James van Riemsdyk,82,TOR,NHL,LW,2016-17,27,29,33,62,-2,37,23,6,0,5,238,12.2,1303,0.35,0.4,0.76,2.9,6.6,1.2,7.7
Jakub Voracek,82,PHI,NHL,RW,2016-17,27,20,41,61,-24,56,15,5,0,3,253,7.9,1565,0.24,0.5,0.74,3.09,4.6,1,5.6
Blake Wheeler,82,WPG,NHL,RW,2016-17,30,26,48,74,6,47,19,5,2,4,259,10,1652,0.32,0.59,0.9,3.16,6.5,1.7,8.2
Tom Wilson,82,WSH,NHL,RW,2016-17,22,7,12,19,9,133,7,0,0,0,95,7.4,1060,0.09,0.15,0.23,1.16,-0.1,1.4,1.3
Keith Yandle,82,FLA,NHL,D,2016-17,30,5,36,41,-6,39,3,2,0,0,178,2.8,1807,0.06,0.44,0.5,2.17,2.8,4,6.9
Nikita Zaitsev,82,TOR,NHL,D,2016-17,25,4,32,36,-22,38,3,1,0,0,106,3.8,1806,0.05,0.39,0.44,1.29,2.2,1.3,3.6
Henrik Zetterberg,82,DET,NHL,LW,2016-17,36,17,51,68,15,22,15,2,0,0,195,8.7,1617,0.21,0.62,0.83,2.38,4.9,2.7,7.6
Mikael Backlund,81,CGY,NHL,C,2016-17,27,22,31,53,9,36,15,7,0,7,197,11.2,1426,0.27,0.38,0.65,2.43,4.1,2.1,6.2
Jay Beagle,81,WSH,NHL,RW,2016-17,31,13,17,30,20,22,12,0,1,4,100,13,1104,0.16,0.21,0.37,1.23,1.6,1.9,3.5
Francois Beauchemin,81,COL,NHL,D,2016-17,36,5,13,18,-14,32,5,0,0,1,132,3.8,1743,0.06,0.16,0.22,1.63,0.4,3.3,3.7
Sam Bennett,81,CGY,NHL,C,2016-17,20,13,13,26,-16,75,9,4,0,0,122,10.7,1214,0.16,0.16,0.32,1.51,0.8,0.8,1.6
Kevin Bieksa,81,ANA,NHL,D,2016-17,35,3,11,14,0,63,2,1,0,1,94,3.2,1519,0.04,0.14,0.17,1.16,0,3.5,3.5
Mikkel Boedker,81,SJS,NHL,LW,2016-17,27,10,16,26,0,10,9,0,1,2,122,8.2,1162,0.12,0.2,0.32,1.51,0.7,1.5,2.1
Jay Bouwmeester,81,STL,NHL,D,2016-17,33,1,14,15,6,28,1,0,0,0,106,0.9,1815,0.01,0.17,0.19,1.31,-0.5,4.6,4.1
Derick Brassard,81,OTT,NHL,C,2016-17,29,14,25,39,12,24,11,3,0,3,195,7.2,1408,0.17,0.31,0.48,2.41,1.9,2.2,4.1
Justin Braun,81,SJS,NHL,D,2016-17,29,4,9,13,1,28,4,0,0,0,95,4.2,1626,0.05,0.11,0.16,1.17,-0.2,3.9,3.7
Paul Byron,81,MTL,NHL,LW,2016-17,27,22,21,43,21,29,21,0,1,6,96,22.9,1220,0.27,0.26,0.53,1.19,3.8,2.3,6
Alex Chiasson,81,CGY,NHL,RW,2016-17,26,12,12,24,-6,46,11,0,1,1,104,11.5,1084,0.15,0.15,0.3,1.28,0.8,1.1,1.9
Ian Cole,81,PIT,NHL,D,2016-17,27,5,21,26,26,72,5,0,0,1,89,5.6,1605,0.06,0.26,0.32,1.1,1.4,4.2,5.6
Jason Demers,81,FLA,NHL,D,2016-17,28,9,19,28,-14,53,9,0,0,2,98,9.2,1588,0.11,0.23,0.35,1.21,2.1,2.8,4.9
Brenden Dillon,81,SJS,NHL,D,2016-17,26,2,8,10,-2,60,2,0,0,0,86,2.3,1334,0.02,0.1,0.12,1.06,-0.4,3,2.6
Ryan Dzingel,81,OTT,NHL,LW,2016-17,24,14,18,32,7,30,12,1,1,1,123,11.4,1165,0.17,0.22,0.4,1.52,1.8,1.7,3.5
Lars Eller,81,WSH,NHL,C,2016-17,27,12,13,25,15,36,11,0,1,2,115,10.4,1126,0.15,0.16,0.31,1.42,0.9,1.7,2.6
Deryk Engelland,81,CGY,NHL,D,2016-17,34,4,12,16,2,85,4,0,0,2,107,3.7,1485,0.05,0.15,0.2,1.32,0.3,3.6,3.9
Sam Gagner,81,CBJ,NHL,C,2016-17,27,18,32,50,10,22,10,8,0,1,178,10.1,1111,0.22,0.4,0.62,2.2,4.6,1.5,6.1
Mark Giordano,81,CGY,NHL,D,2016-17,33,12,27,39,22,59,7,3,2,4,151,7.9,1910,0.15,0.33,0.48,1.86,3.1,6.3,9.4
Mikael Granlund,81,MIN,NHL,C,2016-17,24,26,43,69,23,12,16,7,3,4,177,14.7,1525,0.32,0.53,0.85,2.19,6.2,2.3,8.5
Dougie Hamilton,81,CGY,NHL,D,2016-17,23,13,37,50,12,64,11,2,0,5,222,5.9,1594,0.16,0.46,0.62,2.74,4.8,4.7,9.5
Noah Hanifin,81,CAR,NHL,D,2016-17,20,4,25,29,-19,26,2,2,0,1,108,3.7,1452,0.05,0.31,0.36,1.33,1.8,2,3.8
Bo Horvat,81,VAN,NHL,C,2016-17,21,20,32,52,-7,27,15,3,2,1,158,12.7,1461,0.25,0.4,0.64,1.95,4,1.7,5.7
Calle Jarnkrok,81,NSH,NHL,C,2016-17,25,15,16,31,-1,25,12,2,1,1,134,11.2,1274,0.19,0.2,0.38,1.65,1.6,1.3,2.9
William Karlsson,81,CBJ,NHL,C,2016-17,24,6,19,25,10,10,5,1,0,3,96,6.3,1084,0.07,0.23,0.31,1.19,0.5,1.5,2
Alex Killorn,81,TBL,NHL,LW,2016-17,27,19,17,36,-9,66,14,4,1,4,176,10.8,1458,0.23,0.21,0.44,2.17,2,1.3,3.3
Torey Krug,81,BOS,NHL,D,2016-17,25,8,43,51,-10,37,2,6,0,1,208,3.8,1750,0.1,0.53,0.63,2.57,4.6,3.3,7.9
Nick Leddy,81,NYI,NHL,D,2016-17,25,11,35,46,-3,12,8,3,0,1,137,8,1840,0.14,0.43,0.57,1.69,4.1,2.9,7
Anders Lee,81,NYI,NHL,LW,2016-17,26,34,18,52,9,56,25,9,0,6,191,17.8,1263,0.42,0.22,0.64,2.36,6.2,1.6,7.7
Patrick Maroon,81,EDM,NHL,LW,2016-17,28,27,15,42,13,95,24,3,0,5,178,15.2,1356,0.33,0.19,0.52,2.2,3.9,2,6
Paul Martin,81,SJS,NHL,D,2016-17,35,4,22,26,10,20,4,0,0,1,57,7,1557,0.05,0.27,0.32,0.7,1.3,4.5,5.8
Michael Matheson,81,FLA,NHL,D,2016-17,22,7,10,17,-5,36,7,0,0,0,179,3.9,1705,0.09,0.12,0.21,2.21,0.5,3.9,4.4
Matt Moulson,81,BUF,NHL,LW,2016-17,33,14,18,32,-4,10,3,11,0,2,134,10.4,940,0.17,0.22,0.4,1.65,2.5,1,3.5
Riley Nash,81,BOS,NHL,C,2016-17,27,7,10,17,-1,14,6,0,1,2,125,5.6,1118,0.09,0.12,0.21,1.54,-0.4,1.4,1
Brock Nelson,81,NYI,NHL,LW,2016-17,25,20,25,45,-6,36,19,1,0,4,173,11.6,1268,0.25,0.31,0.56,2.14,3.8,0.9,4.7
William Nylander,81,TOR,NHL,C,2016-17,20,22,39,61,-3,32,13,9,0,2,205,10.7,1297,0.27,0.48,0.75,2.53,5.7,1.1,6.8
Max Pacioretty,81,MTL,NHL,LW,2016-17,28,35,32,67,15,38,26,8,1,7,268,13.1,1553,0.43,0.4,0.83,3.31,6.9,2.4,9.3
Colton Parayko,81,STL,NHL,D,2016-17,23,4,31,35,7,32,0,4,0,2,188,2.1,1717,0.05,0.38,0.43,2.32,2.2,4.5,6.7
Joe Pavelski,81,SJS,NHL,C,2016-17,32,29,39,68,11,34,21,7,1,7,233,12.4,1549,0.36,0.48,0.84,2.88,6.3,2.4,8.7
